instant_hour,date,season_hour,year_hour,month_hour,holiday_hour,weekday_hour,workingday_hour,weather_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,count_hour,day_of_week,instant_day,season_day,year_day,month_day,hour,holiday_day,weekday_day,workingday_day,weather_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,count_day
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,27,Winter,0,1,2,0,0,0,2,0.42,0.4242,1.0,0.2836,1,8,9
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,28,Winter,0,1,3,0,0,0,2,0.46,0.4545,0.94,0.194,2,4,6
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,29,Winter,0,1,4,0,0,0,2,0.46,0.4545,0.94,0.194,2,1,3
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,30,Winter,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985,0,2,2
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,31,Winter,0,1,7,0,0,0,2,0.4,0.4091,0.76,0.194,0,1,1
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,32,Winter,0,1,8,0,0,0,3,0.4,0.4091,0.71,0.2239,0,8,8
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,33,Winter,0,1,9,0,0,0,2,0.38,0.3939,0.76,0.2239,1,19,20
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,34,Winter,0,1,10,0,0,0,2,0.36,0.3485,0.81,0.2239,7,46,53
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,35,Winter,0,1,11,0,0,0,2,0.36,0.3333,0.71,0.2537,16,54,70
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,36,Winter,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,37,Winter,0,1,13,0,0,0,2,0.36,0.3485,0.66,0.1343,11,64,75
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,38,Winter,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.194,4,55,59
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,39,Winter,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,40,Winter,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,41,Winter,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,7,58,65
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,42,Winter,0,1,18,0,0,0,2,0.36,0.3333,0.46,0.3284,10,43,53
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,43,Winter,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,44,Winter,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,5,17,22
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,45,Winter,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,46,Winter,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,Minggu,47,Winter,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,0,8,8
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,48,Winter,0,1,0,0,1,1,1,0.22,0.197,0.44,0.3582,0,5,5
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,49,Winter,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,0,2,2
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,50,Winter,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881,0,1,1
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,51,Winter,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,0,3,3
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,52,Winter,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,0,30,30
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,53,Winter,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,1,63,64
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,54,Winter,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836,1,153,154
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,55,Winter,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881,7,81,88
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,56,Winter,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,11,33,44
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,57,Winter,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,10,41,51
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,58,Winter,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,59,Winter,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,8,53,61
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,60,Winter,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,11,66,77
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,61,Winter,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,14,58,72
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,62,Winter,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,63,Winter,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,11,146,157
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,64,Winter,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,9,148,157
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,65,Winter,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0,8,102,110
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,66,Winter,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,3,49,52
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,67,Winter,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,3,49,52
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,68,Winter,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,0,20,20
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,Senin,69,Winter,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,1,11,12
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,70,Winter,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,0,5,5
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,71,Winter,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,0,2,2
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,72,Winter,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,0,1,1
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,73,Winter,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,0,2,2
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,74,Winter,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,0,4,4
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,75,Winter,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,0,36,36
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,76,Winter,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,2,92,94
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,77,Winter,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,2,177,179
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,78,Winter,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,2,98,100
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,79,Winter,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,5,37,42
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,80,Winter,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,7,50,57
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,81,Winter,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,12,66,78
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,82,Winter,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,18,79,97
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,83,Winter,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,9,54,63
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,84,Winter,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,17,48,65
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,85,Winter,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,15,68,83
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,86,Winter,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,10,202,212
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,87,Winter,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,3,179,182
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,88,Winter,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,2,110,112
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,89,Winter,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,1,53,54
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,90,Winter,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,0,48,48
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,91,Winter,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,1,34,35
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,Selasa,92,Winter,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,2,9,11
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,93,Winter,0,1,0,0,3,1,1,0.2,0.2576,0.64,0.0,0,6,6
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,94,Winter,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,0,6,6
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,95,Winter,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,0,2,2
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,96,Winter,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,0,2,2
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,97,Winter,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,0,3,3
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,98,Winter,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,0,33,33
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,99,Winter,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,1,87,88
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,100,Winter,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,3,192,195
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,101,Winter,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,6,109,115
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,102,Winter,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,4,53,57
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,103,Winter,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,12,34,46
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,104,Winter,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,5,74,79
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,105,Winter,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,6,65,71
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,106,Winter,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,10,52,62
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,107,Winter,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,7,55,62
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,108,Winter,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,4,85,89
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,109,Winter,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,4,186,190
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,110,Winter,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,3,166,169
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,111,Winter,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,5,127,132
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,112,Winter,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,7,82,89
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,113,Winter,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194,3,40,43
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,114,Winter,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,1,41,42
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,Rabu,115,Winter,0,1,23,0,3,1,1,0.2,0.2576,0.47,0.0,1,18,19
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,116,Winter,0,1,0,0,4,1,1,0.18,0.2424,0.55,0.0,0,11,11
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,117,Winter,0,1,1,0,4,1,1,0.16,0.2273,0.64,0.0,0,4,4
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,118,Winter,0,1,2,0,4,1,1,0.16,0.2273,0.64,0.0,0,2,2
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,119,Winter,0,1,4,0,4,1,2,0.16,0.197,0.64,0.0896,0,1,1
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,120,Winter,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,0,4,4
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,121,Winter,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,0,36,36
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,122,Winter,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,0,95,95
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,123,Winter,0,1,8,0,4,1,1,0.16,0.2273,0.59,0.0,3,216,219
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,124,Winter,0,1,9,0,4,1,2,0.18,0.2424,0.51,0.0,6,116,122
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,125,Winter,0,1,10,0,4,1,1,0.2,0.2576,0.47,0.0,3,42,45
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,126,Winter,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,2,57,59
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,127,Winter,0,1,12,0,4,1,1,0.26,0.2879,0.35,0.0,6,78,84
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,128,Winter,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,12,55,67
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,129,Winter,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,11,59,70
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,130,Winter,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,8,54,62
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,131,Winter,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,12,74,86
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,132,Winter,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,133,Winter,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,5,158,163
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,134,Winter,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,3,109,112
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,135,Winter,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,136,Winter,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,0,48,48
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,Kamis,137,Winter,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,52
